"","policyid","latitude","longitude","building_limit","site_deductible","construction","year_built","num_stories","basement","elev_ft","first_floor_elev_ft","rel_elev_ft","floodzone","pre_firm","distance_to_river_ft","stream_order","rand_uni","training","estimated_LR_A","estimated_LR_B"
"3414",108256,30.434316213,-81.70819305,216000,1000,"Wood",2002,1,FALSE,21.2,1,6,"X",FALSE,1767,1,0.862894126446918,NA,0.0361342715088815,0.101694160953622
"3415",108257,30.433547968,-81.70787063,247000,500,"Wood",2001,1,FALSE,22.2,1,6.9,"X",FALSE,2049,1,0.915476944530383,NA,0.0345785345340393,0.104679303619917
"3416",108258,30.431422626,-81.7076192,248000,1000,"Wood",2001,2,FALSE,21.5,1,6.2,"X",FALSE,1604,1,0.618308931356296,1,0.0315724249288356,0.0990993872017578
"3417",108259,30.432483255,-81.70703209,325000,1000,"Wood",2002,1,FALSE,22.5,1,7.2,"X",FALSE,2002,1,0.840930631151423,NA,0.0352141801231968,0.106051128238977
"3418",108260,30.433398879,-81.70814804,330000,1000,"Wood",2002,1,FALSE,22.3,1,7.1,"X",FALSE,1971,1,0.288255118299276,1,0.0351234517876687,0.105549545343405
"3419",108261,30.430942059,-81.7040451,213000,1000,"Masonry",1959,1,FALSE,19.2,3,4.1,"X",TRUE,1871,1,0.899128534598276,NA,0.0584159796851819,0.149122774344491
"3420",108262,30.430316996,-81.70191124,176000,1000,"Masonry",1968,1,FALSE,18.4,1,2.6,"X",TRUE,1590,1,0.14110324322246,1,0.0907455758186638,0.220133769670709
"3421",108263,30.430573486,-81.70354894,179000,1000,"Masonry",1964,1,FALSE,19,1,3.6,"X",TRUE,1806,1,0.141916863387451,1,0.125115042106214,0.313854726053742
"3422",108264,30.426397717,-81.71212089,182000,1000,"Masonry",1948,1,FALSE,10.1,1,-5.3,"X",TRUE,702,1,0.57956757908687,1,0.624738859994552,0.224074096115111
"3423",108265,30.424486287,-81.69711037,181000,1000,"Masonry",1962,1,FALSE,8.9,0,-6,"A",TRUE,105,1,0.995020768139511,NA,0.263988034286874,0.153076555421267
"3424",108266,30.4321148,-81.71334029,179000,1000,"Masonry",1966,1,FALSE,9.6,3,-4.8,"X",TRUE,352,1,0.533479852369055,1,1.28655157267716,0.459391209705557
"3425",108267,30.434493267,-81.71204319,233000,1000,"Masonry",1972,1,FALSE,15.8,1,0.5,"X",TRUE,843,1,0.128510575043038,1,0.03274991665378,0.0511056615125738
"3426",108268,30.434549867,-81.71007457,210000,1000,"Masonry",1960,1,FALSE,19.2,1,4.1,"X",TRUE,1321,1,0.177119405008852,1,0.0928050703186869,0.246072929569275
"3427",108269,30.433805373,-81.71006051,253000,1000,"Masonry",1963,1,FALSE,20.5,1,5.5,"X",TRUE,1490,1,0.774550273315981,1,0.0325223033307317,0.0918233030970241
"3428",108270,30.428606899,-81.70100283,134000,1000,"Wood",1985,1,FALSE,14.6,1,-1,"X",FALSE,1367,1,0.650511102285236,1,0.103090201743242,0.100919512690096
"3429",108271,30.429819719,-81.70152276,135000,1000,"Wood",1986,1,FALSE,17.3,1,1.6,"X",FALSE,1510,1,0.556174039375037,1,0.103306089313946,0.19359205312753
"3430",108272,30.429853841,-81.70064493,134000,1000,"Masonry",1986,1,FALSE,16.1,1,0.5,"X",FALSE,1233,1,0.745507152751088,1,0.110381947720203,0.158744019245518
"3431",108273,30.430387121,-81.70055888,136000,1000,"Wood",1988,1,FALSE,16.9,1,1.2,"X",FALSE,1190,1,0.343212876003236,1,0.102858935376633,0.177207826979202
"3432",108274,30.430184693,-81.70152209,131000,1000,"Wood",1987,1,FALSE,17.5,1,2,"X",FALSE,1495,1,0.391240229364485,1,0.122198157395104,0.252415394434673
"3433",108275,30.431196234,-81.70078298,136000,1000,"Wood",1987,1,FALSE,18.5,3,2.2,"X",FALSE,1155,1,0.352189561817795,1,0.0551955408727595,0.120601309479587
"3434",108276,30.428460411,-81.7002041,140000,1000,"Masonry",1988,1,FALSE,13.7,1,-2,"X",FALSE,1118,1,0.622792105423287,1,0.10975598426231,0.0851188008796868
"3435",108277,30.42869684,-81.69969607,159000,1000,"Wood",1993,1,FALSE,13.3,1,-2.3,"X",FALSE,955,1,0.160745930159464,1,0.11925082006111,0.0879764124852833
"3436",108278,30.429026734,-81.69970394,165000,1000,"Wood",1994,1,FALSE,13.8,1,-1.8,"X",FALSE,966,1,0.246435532346368,1,0.127590345789489,0.107118482130374
"3437",108279,30.429356619,-81.69971181,169000,1000,"Masonry",1994,1,FALSE,14.1,1,-1.5,"X",FALSE,971,1,0.947668921202421,NA,0.107637582739169,0.0976770905983022
"3438",108280,30.430455192,-81.69973983,157000,1000,"Wood",1994,1,FALSE,15.4,1,-0.3,"X",FALSE,955,1,0.988341624848545,NA,0.0373912393207284,0.0455868783435577
"3439",108281,30.428674575,-81.69934956,148000,1000,"Wood",2006,1,FALSE,12.9,1,-2.7,"X",FALSE,846,1,0.535662978887558,1,0.128887723909548,0.0859415603634305
"3440",108282,30.429387591,-81.69873992,177000,1000,"Wood",2005,1,FALSE,12.7,1,-2.9,"X",FALSE,676,1,0.0453076865524054,1,0.110146387239271,0.0722908759324154
"3441",108283,30.428520709,-81.69887023,179000,1000,"Wood",2006,1,FALSE,12.2,1,-3.5,"X",FALSE,698,1,0.602266454603523,1,0.11771250324251,0.0663548934248623
"3442",108284,30.428130367,-81.69886183,148000,1000,"Wood",2006,1,FALSE,11.7,1,-3.9,"X",FALSE,721,1,0.721679317299277,1,0.105807829162955,0.0527002137309352
"3443",108285,30.42513698,-81.69736859,172000,1000,"Wood",2009,1,FALSE,8.6,1,-6.4,"X",FALSE,134,1,0.583022876409814,1,2.18720377248446,0.227359702998442
"3444",108286,30.42427615,-81.70544139,212000,1000,"Wood",1961,1,FALSE,7.2,1,-8,"X",TRUE,213,1,0.526473444188014,1,2.74427597389505,0.431766585028079
"3445",108287,30.424239701,-81.70660615,205000,1000,"Masonry",1960,1,FALSE,7.6,1,-7.7,"X",TRUE,491,1,0.353766745654866,1,2.4559872964107,0.764454228934866
"3446",108288,30.430489848,-81.70848154,378000,1000,"Masonry",2000,1,FALSE,19,1,3.9,"X",FALSE,1174,1,0.080061785178259,1,0.0317348337087895,0.0873608765891889
"3447",108289,30.430665019,-81.70644184,247000,1000,"Masonry",1998,1,FALSE,19.8,1,4.6,"X",FALSE,1634,1,0.128392816288397,1,0.0883434999543306,0.238695515774649
"3448",108290,30.425540993,-81.708471,252000,1000,"Wood",1974,2,FALSE,9,1,-6.7,"X",TRUE,220,1,0.365875389659777,1,1.69709391565544,0.304911042504715
"3449",108291,30.425258171,-81.7124324,178000,1000,"Wood",1965,1,FALSE,9,1,-6,"X",TRUE,1084,1,0.600146495504305,1,1.62244678608921,0.473041950024379
"3450",108292,30.424061319,-81.71189342,185000,1000,"Wood",1970,1,FALSE,8.4,1,-6.9,"X",TRUE,1011,1,0.237843368668109,1,2.34082251515519,0.688240656790648
"3451",108293,30.428680923,-81.69803667,258000,500,"Wood",1967,1,FALSE,11.1,1,-4.5,"X",TRUE,432,1,0.018146054353565,1,0.229045941248052,0.110558329818772
"3452",108294,30.429258073,-81.6980582,222000,2500,"Wood",1967,1,FALSE,11.3,1,-4.3,"X",TRUE,465,1,0.309872929705307,1,0.121487862420577,0.0519638850656586
"3453",108295,30.430123817,-81.69809051,311000,1000,"Masonry",1968,1,FALSE,11.6,1,-4,"X",TRUE,426,1,0.0780126599129289,1,0.0870039466048978,0.0466017225946946
"3454",108296,30.428958656,-81.69729483,230000,1000,"Masonry",1976,1,FALSE,9.6,1,-5.7,"X",TRUE,211,1,0.250912423478439,1,0.888732343764493,0.150242833649723
"3455",108297,30.434726246,-81.70520785,284000,1000,"Wood",2002,2,FALSE,19,1,3.7,"X",FALSE,2401,1,0.140874939505011,1,0.108348231685165,0.302234470304657
"3456",108298,30.434652361,-81.70428317,250000,1000,"Wood",2002,2,FALSE,19,1,3.5,"X",FALSE,2445,1,0.370114748133346,1,0.123250905585721,0.337744002444625
"3457",108299,30.434396252,-81.70349703,217000,1000,"Wood",2002,1,FALSE,19,1,3.5,"X",FALSE,2181,1,0.140365454135463,1,0.115633371857995,0.290362925121691
"3458",108300,30.433043505,-81.70435499,263000,2500,"Wood",2002,2,FALSE,20.9,1,5.3,"X",FALSE,2291,1,0.567996666068211,1,0.0348788432123127,0.0935357750293707
"3459",108301,30.432988648,-81.70363077,426000,1000,"Masonry",2002,2,FALSE,20.5,1,4.9,"X",FALSE,2063,1,0.542680406942964,1,0.0276993349639092,0.083635083430843
"3460",108302,30.432634323,-81.70362685,288000,500,"Wood",2002,2,FALSE,20.8,1,5.1,"X",FALSE,2041,1,0.163693082751706,1,0.0302966301215149,0.0932936073590856
"3461",108303,30.43188697,-81.70358714,308000,1000,"Masonry",2004,2,FALSE,20.4,1,4.8,"X",FALSE,2010,1,0.945032742572948,NA,0.0281540299480398,0.0834615528910856
"3462",108304,30.431461463,-81.70303459,319000,2500,"Wood",2005,2,FALSE,19.5,1,4,"X",FALSE,1843,1,0.625892563955858,1,0.0917465203667066,0.24404112492477
"3463",108305,30.424800221,-81.69410468,185000,1000,"Wood",2005,1,FALSE,11.3,1,-3.5,"X",FALSE,1388,1,0.0648451715242118,1,0.0367499947380681,0.0198629525420008
"3464",108306,30.424300455,-81.69165507,258000,1000,"Wood",2005,1,FALSE,8.9,1,-5.4,"X",FALSE,664,1,0.180918276077136,1,1.33571588266301,0.482621737181215
"3465",108307,30.424398792,-81.69399869,181000,1000,"Wood",2005,1,FALSE,11,1,-3.7,"X",FALSE,1372,1,0.667738135438412,1,0.0998001137111911,0.0512206020717346
"3466",108308,30.424325288,-81.69253848,195000,1000,"Wood",2005,2,FALSE,10,1,-4.6,"X",FALSE,929,1,0.906726876972243,NA,0.408460447486628,0.187816922235295
"3467",108309,30.430382236,-81.69172243,130000,1000,"Masonry",1951,1,FALSE,17,1,1.4,"X",TRUE,835,1,0.815818716306239,NA,0.0346987397224836,0.0639645422629949
"3468",108310,30.430050306,-81.69066171,131000,1000,"Masonry",1961,1,FALSE,12.7,3,-2.3,"X",TRUE,480,1,0.442474439740181,1,0.0161495787542849,0.0119753638467403
"3469",108311,30.430718686,-81.68917158,126000,1000,"Wood",1929,1,FALSE,9.1,3,-5.6,"X",TRUE,202,1,0.161201414419338,1,0.895673208906379,0.136634930981963
"3470",108312,30.427742659,-81.69244687,126000,1000,"Masonry",1945,1,FALSE,13.7,1,-1.4,"X",TRUE,949,1,0.165773016633466,1,0.034877973509015,0.0313560543190046
"3471",108313,30.427752446,-81.68988425,201000,1000,"Masonry",1959,1,FALSE,8.9,0,-5.9,"A",TRUE,145,1,0.47894586995244,1,0.189027074571134,0.113513950295599
"3472",108314,30.434517678,-81.69428072,194000,2500,"Wood",2007,1,FALSE,19,1,3.3,"X",FALSE,2304,1,0.395862681325525,1,0.133803080862207,0.28647672583061
"3473",108315,30.434221477,-81.68693616,267000,1000,"Masonry",1984,1,FALSE,12,1,-3.4,"X",FALSE,471,1,0.794919659616426,1,0.0878190932698716,0.0538402408111083
"3474",108316,30.43626032,-81.68445625,149000,1000,"Masonry",1953,1,FALSE,12.1,1,-2.8,"X",TRUE,484,1,0.769837093772367,1,0.450245567076881,0.303970652949404
"3475",108317,30.433950678,-81.6846135,145000,1000,"Masonry",1962,1,FALSE,10.6,0,-4.4,"A",TRUE,259,1,0.399164953269064,1,0.105160299244629,0.163636414453922
"3476",108318,30.432652058,-81.68464454,255000,2500,"Wood",2007,2,FALSE,9,1,-5.2,"X",FALSE,321,1,0.630196794867516,1,1.82333868751356,0.54569196743186
"3477",108319,30.43320662,-81.68442136,186000,1000,"Masonry",1958,1,FALSE,11,3,-4.4,"X",TRUE,316,1,0.412669114535674,1,0.336613924711272,0.118594154024923
"3478",108320,30.437905167,-81.69002672,181000,500,"Wood",1960,1,FALSE,20.7,1,4.7,"X",TRUE,641,1,0.365390750579536,1,0.0949985810859523,0.2804644305322
"3479",108321,30.433761689,-81.68878567,183000,1000,"Wood",2003,1,FALSE,14.6,1,-0.8,"X",FALSE,785,1,0.620854882756248,1,0.0367762819070573,0.0406972570995664
"3480",108322,30.43388012,-81.69088579,257000,1000,"Masonry",2003,1,FALSE,16.4,1,1.2,"X",FALSE,1279,1,0.955958032282069,NA,0.278972576896576,0.508832342134375
"3481",108323,30.433166462,-81.69248333,186000,1000,"Wood",2002,1,FALSE,18.9,1,3.1,"X",FALSE,1561,1,0.476072539808229,1,0.0366498070448698,0.0913187170627994
"3482",108324,30.434161333,-81.69288496,176000,1000,"Wood",2002,1,FALSE,19,1,3,"X",FALSE,1863,1,0.62046377081424,1,0.0368422092560788,0.0898791299584067
"3483",108325,30.41981268,-81.65221826,109000,1000,"Masonry",1961,1,FALSE,14.1,3,0.4,"X",TRUE,1132,1,0.289224087027833,1,0.0634268986016119,0.0853631619228109
"3484",108326,30.420529201,-81.65146745,177000,1000,"Wood",1948,1,FALSE,16.7,3,2.9,"X",TRUE,1480,1,0.407567722257227,1,0.0616014808927953,0.149606935198726
"3485",108327,30.419606172,-81.65476288,108000,500,"Wood",1971,1,FALSE,9.7,1,-3.3,"X",TRUE,627,1,0.444877186091617,1,0.368856270860839,0.224013260006842
"3486",108328,30.413654666,-81.65131703,221000,1000,"Wood",1953,1,FALSE,14.4,3,2.4,"X",TRUE,1942,1,0.283533689798787,1,0.0168307099355066,0.0393082791075843
"3487",108329,30.413673806,-81.6520151,222000,1000,"Masonry",1950,1,FALSE,17.3,1,4.3,"X",TRUE,1806,1,0.970138955162838,NA,0.0327758117975061,0.0862156073802541
"3488",108330,30.424308334,-81.66194445,125000,1000,"Wood",1959,1,FALSE,19,1,5.4,"X",TRUE,2687,1,0.882598839234561,NA,0.133439652685362,0.335786777756735
"3489",108331,30.422569579,-81.66004029,122000,1000,"Masonry",1960,1,FALSE,18.1,1,4.7,"X",TRUE,1940,1,0.808850640896708,NA,0.111832117295196,0.278557840553003
"3490",108332,30.411117293,-81.65383123,151000,1000,"Wood",2007,1,FALSE,12.5,1,0.8,"X",FALSE,2408,1,0.708226453978568,1,0.101845552258316,0.153433564656804
"3491",108333,30.409997508,-81.65333231,133000,1000,"Wood",1951,1,FALSE,12.6,1,1.2,"X",TRUE,2335,1,0.180201602866873,1,0.103462224609063,0.170000566059229
"3492",108334,30.41807289,-81.65141251,246000,1000,"Masonry",1973,1,FALSE,10.2,1,-2.9,"X",TRUE,1148,1,0.0639757097233087,1,0.231983606400726,0.151252260216918
"3493",108335,30.419946385,-81.67120615,185000,1000,"Masonry",1965,1,FALSE,8.8,1,-3.5,"X",TRUE,364,4,0.106581010855734,1,0.897390396987698,0.470223874852244
"3494",108336,30.419936778,-81.67022756,199000,2500,"Masonry",1965,1,FALSE,8.9,1,-3.5,"X",TRUE,273,1,0.84818431828171,NA,0.805459630569523,0.271225672526045
"3495",108337,30.419348772,-81.67022858,206000,1000,"Masonry",1975,1,FALSE,8.6,1,-3.6,"X",TRUE,98,1,0.359430208569393,1,0.949038865206083,0.183691987331769
"3496",108338,30.419277204,-81.67175423,277000,1000,"Masonry",1964,1,FALSE,8.7,0,-3.6,"A",TRUE,67,4,0.785000595031306,1,0.150145233647284,0.164900613818701
"3497",108339,30.420760579,-81.67265853,268000,2500,"Masonry",1965,1,FALSE,8,0,-4.4,"A",TRUE,106,4,0.908038844354451,NA,0.276501145969839,0.22416418995089
"3498",108340,30.417262593,-81.66850566,355000,1000,"Wood",1999,2,FALSE,5.9,1,-5.9,"X",FALSE,97,1,0.63342471793294,1,3.22079981629048,0.393961184739092
"3499",108341,30.419234541,-81.69386731,165000,500,"Masonry",1943,1,FALSE,7.2,0,-6.4,"A",TRUE,282,4,0.615116288419813,1,0.534355987904255,0.653408229189617
"3500",108342,30.42168904,-81.69525034,162000,1000,"Masonry",1958,1,FALSE,8.8,1,-5.5,"X",TRUE,1057,4,0.0675399040337652,1,2.02847508380038,0.665297547188134
"3501",108343,30.423137245,-81.69423574,212000,1000,"Wood",1978,1,FALSE,9.9,1,-4.6,"X",FALSE,1463,1,0.241493882378563,1,0.680217658774626,0.281146593997593
"3502",108344,30.423350394,-81.69846416,164000,1000,"Masonry",1952,1,FALSE,8.9,0,-6,"A",TRUE,108,1,0.410778202814981,1,0.292348626945415,0.16779770886708
"3503",108345,30.422683164,-81.70849161,306000,1000,"Wood",1953,1,FALSE,7.2,0,-8,"A",TRUE,493,4,0.811175012029707,NA,0.499248042183144,0.887290171033944
"3504",108346,30.421813494,-81.74482605,171000,500,"Masonry",1959,1,FALSE,9,3,-4.3,"X",TRUE,2045,4,0.379141225945205,1,1.61119353923051,0.713718400115107
"3505",108347,30.418179169,-81.74302757,124000,1000,"Wood",1931,1,FALSE,9,3,-4.5,"X",TRUE,2444,4,0.446950230514631,1,1.93956339758272,0.736641252038229
"3506",108348,30.416617116,-81.74273747,155000,1000,"Wood",1953,1,FALSE,9,1,-4.7,"X",TRUE,2199,2,0.570507782511413,1,2.59435036685667,0.986887380336045
"3507",108349,30.400195926,-81.73681523,135000,1000,"Wood",1947,1,FALSE,23.6,3,7.4,"X",TRUE,1522,1,0.131212369306013,1,0.057278171861629,0.161255218642373
"3508",108350,30.400029647,-81.73662553,168000,1000,"Wood",1928,2,FALSE,23.6,3,7.4,"X",TRUE,1553,1,0.0130183685105294,1,0.047580936107905,0.149332143563641
"3509",108351,30.401124115,-81.73422755,379000,1000,"Wood",1985,2,FALSE,22.2,1,6.3,"X",FALSE,2404,1,0.677669727476314,1,0.0983169354871416,0.309288780878123
"3510",108352,30.396926493,-81.73413292,154000,1000,"Wood",2007,1,FALSE,24,1,7.9,"X",FALSE,2286,1,0.835155610926449,NA,0.101352120160701,0.292802781149256
"3511",108353,30.397446777,-81.7347229,167000,1000,"Wood",2008,1,FALSE,24,1,7.8,"X",FALSE,2074,1,0.936263481155038,NA,0.100679981463675,0.294199665370902
"3512",108354,30.395505435,-81.73415546,141000,1000,"Masonry",1940,1,FALSE,23,1,6.9,"X",TRUE,3695,1,0.0584506138693541,1,0.109986859378117,0.296744550614036
"3513",108355,30.396229304,-81.73567961,308000,2500,"Wood",1962,1,FALSE,22.8,1,6.6,"X",TRUE,1873,1,0.668025794206187,1,0.122888775948517,0.331640878806252
"3514",108356,30.396136017,-81.73603065,134000,1000,"Wood",1951,1,FALSE,22.4,1,6.3,"X",TRUE,1781,1,0.385856540640816,1,0.121445286443868,0.328707421769926
"3515",108357,30.395303006,-81.74252306,143000,1000,"Masonry",1962,1,FALSE,20,1,2.9,"X",TRUE,423,1,0.576129043940455,1,0.404911374066898,1.05970005982878
"3516",108358,30.394768914,-81.74196147,194000,1000,"Wood",2012,2,FALSE,21.7,1,4.4,"X",FALSE,686,1,0.138814177829772,1,0.0322087993569584,0.0974774194976089
"3517",108359,30.394917924,-81.74037716,341000,1000,"Masonry",1970,1,FALSE,24.2,1,7,"X",TRUE,990,1,0.255833853268996,1,0.0319262961862548,0.100166264842312
"3518",108360,30.394792212,-81.73669615,110000,1000,"Masonry",1963,1,FALSE,22.2,1,5.8,"X",TRUE,4381,1,0.313060884131119,1,0.288843658480953,0.719449317408576
"3519",108361,30.397208402,-81.74467239,211000,1000,"Masonry",1990,1,FALSE,19.7,1,2.1,"X",FALSE,546,1,0.715117806801572,1,0.293563607493249,0.699759766270013
"3520",108362,30.398838554,-81.73628556,147000,1000,"Wood",1974,2,FALSE,23.5,1,7.3,"X",TRUE,1556,1,0.188679528888315,1,0.0902015714745247,0.282215699067346
"3521",108363,30.399178088,-81.73713307,153000,1000,"Masonry",1963,1,FALSE,23.4,1,7.2,"X",TRUE,1310,1,0.14218128984794,1,0.108878732786891,0.317002124904041
"3522",108364,30.398934369,-81.7375344,142000,1000,"Masonry",1958,1,FALSE,23.3,1,7,"X",TRUE,1169,1,0.574111616471782,1,0.113196986030241,0.326433451215044
"3523",108365,30.39768161,-81.73731631,112000,1000,"Wood",1985,1,FALSE,22.9,1,6.6,"X",FALSE,1253,1,0.0491502727381885,1,0.13525636796703,0.3694228958045
"3524",108366,30.40094815,-81.7440878,138000,1000,"Masonry",1962,1,FALSE,18.4,1,1.4,"X",TRUE,145,1,0.435007651569322,1,0.0933117889013562,0.0609769556543661
"3525",108367,30.399560842,-81.74217161,135000,1000,"Masonry",1951,1,FALSE,20.5,1,3.5,"X",TRUE,41,1,0.48271016147919,1,0.0976545896571897,0.0873917545349044
"3526",108368,30.395157079,-81.72992426,178000,1000,"Wood",2006,1,FALSE,25.4,1,8.9,"X",FALSE,2431,1,0.464816900668666,1,0.0368141265103215,0.112007891073135
"3527",108369,30.39574396,-81.73077812,170000,1000,"Masonry",2006,1,FALSE,25.4,1,9.1,"X",FALSE,2770,1,0.486201937077567,1,0.0335907231449207,0.101662722518879
"3528",108370,30.399768501,-81.73104008,175000,1000,"Masonry",1969,1,FALSE,23.4,1,7.5,"X",TRUE,3239,1,0.737584884976968,1,0.107241521971183,0.303784038973141
"3529",108371,30.400876735,-81.65907876,362000,1000,"Wood",1949,1,FALSE,8.1,3,-1.8,"X",TRUE,249,1,0.990986311808228,NA,0.855332538251145,0.468427961003109
"3530",108372,30.400504305,-81.65859775,229000,1000,"Masonry",1962,2,FALSE,8,1,-1.9,"X",TRUE,205,1,0.840408358722925,NA,1.0732049981123,0.497796984321094
"3531",108373,30.397830708,-81.65600583,219000,1000,"Wood",1961,2,FALSE,9,3,-1.1,"X",TRUE,195,4,0.111926322104409,1,0.317569023372553,0.167262305141104
"3532",108374,30.396360268,-81.65361206,407000,1000,"Wood",1989,2,FALSE,8,1,-2.1,"X",FALSE,185,4,0.861421876121312,NA,1.08842352082995,0.443983548106887
"3533",108375,30.415413582,-81.66527327,199000,1000,"Wood",2002,2,FALSE,6.5,0,-5.3,"A",FALSE,411,1,0.567851287778467,1,0.396421353523103,0.896517844553152
"3534",108376,30.408268332,-81.65170152,140000,1000,"Wood",1932,1,FALSE,17.3,1,6.9,"X",TRUE,1969,1,0.683278919896111,1,0.0378083841136157,0.104737835993085
"3535",108377,30.399729053,-81.65621659,420000,1000,"Wood",2006,2,FALSE,9.1,1,-0.9,"X",FALSE,552,1,0.78960547875613,1,0.420512309415275,0.533714216439019
"3536",108378,30.400229073,-81.65553207,390000,1000,"Wood",2008,2,FALSE,8.9,1,-1.1,"X",FALSE,825,1,0.402525533223525,1,0.519163648199538,0.608188736000226
"3537",108379,30.400887264,-81.65537575,336000,2500,"Wood",2006,2,FALSE,8.8,1,-1.2,"X",FALSE,728,1,0.853277189424262,NA,0.74661184504954,0.78825683844554
"3538",108380,30.397293898,-81.65294835,365000,1000,"Wood",2008,2,FALSE,8.4,1,-1.7,"X",FALSE,578,4,0.189605532446876,1,0.944512643829633,0.970789971891138
"3539",108381,30.394218646,-81.73305918,179000,1000,"Wood",1996,1,FALSE,22.2,1,6.1,"X",FALSE,3219,1,0.495721633080393,1,0.11771250324251,0.315910599589733
"3540",108382,30.393720769,-81.7325864,189000,1000,"Wood",1995,1,FALSE,21.9,1,5.7,"X",FALSE,3030,1,0.120044349227101,1,0.125817425149686,0.334031908029806
"3541",108383,30.392934408,-81.73852799,114000,1000,"Masonry",1955,1,FALSE,22.1,3,5.3,"X",TRUE,1915,1,0.228663306217641,1,0.0514562945428852,0.127978820755413
"3542",108384,30.392860313,-81.74124751,154000,1000,"Masonry",1971,1,FALSE,21.4,1,4.4,"X",TRUE,1111,1,0.905497896485031,NA,0.0921057103299157,0.242408925211807
"3543",108385,30.395520309,-81.66566566,231000,500,"Masonry",1959,1,FALSE,9.4,3,-1.7,"X",TRUE,378,2,0.473774873185903,1,0.132357584360129,0.11857048307736
"3544",108386,30.395761696,-81.66403808,282000,1000,"Masonry",1946,1,FALSE,8.7,3,-2.5,"X",TRUE,130,2,0.540476779220626,1,0.484776533428599,0.12467563483898
"3545",108387,30.39381681,-81.66309787,177000,1000,"Masonry",1950,1,FALSE,8.2,1,-3.3,"X",TRUE,140,2,0.973795318976045,NA,1.21511184584092,0.250077710029218
"3546",108388,30.395148197,-81.66496768,165000,1000,"Masonry",1950,1,FALSE,9.9,1,-1.6,"X",TRUE,404,2,0.972429021494463,NA,0.0916101338134726,0.0856666567797859
"3547",108389,30.391838677,-81.66515772,142000,1000,"Masonry",1951,1,FALSE,19.6,1,3.8,"X",TRUE,308,2,0.685359469614923,1,0.034304495766446,0.069462917340491
"3548",108390,30.391874336,-81.66596215,145000,500,"Masonry",1952,1,FALSE,20.1,3,4.7,"X",TRUE,508,2,0.77995915315114,1,0.0150728984636413,0.0439192180903122
"3549",108391,30.390476005,-81.66522484,185000,1000,"Masonry",1960,1,FALSE,7.7,0,-4.7,"A",TRUE,141,2,0.0204532174393535,1,0.255485807665723,0.205981514536357
"3550",108392,30.393016032,-81.66440959,173000,1000,"Wood",1952,1,FALSE,12.7,3,1.1,"X",TRUE,517,2,0.728465740568936,1,0.053797431371445,0.096619973333964
"3551",108393,30.39216517,-81.66460642,182000,1000,"Masonry",1957,1,FALSE,19,1,2.6,"X",TRUE,368,2,0.922698445850983,NA,0.0333638910544487,0.0803899828578856
"3552",108394,30.376915122,-81.68425877,141000,1000,"Masonry",1935,1,FALSE,19.7,3,0.6,"X",TRUE,1512,2,0.4404577978421,1,0.15042169457038,0.216792598645803
"3553",108395,30.376639948,-81.67919276,108000,1000,"Masonry",1978,1,FALSE,21,1,0.7,"X",FALSE,587,2,0.705574781168252,1,0.0356498859946988,0.0548333944397848
"3554",108396,30.381415573,-81.676887,137000,1000,"Wood",1947,1,FALSE,20.7,1,3.4,"X",TRUE,964,2,0.816724790958688,NA,0.103072976510722,0.259272886929338
"3555",108397,30.380670992,-81.67615875,135000,1000,"Wood",1947,2,FALSE,19.3,3,2,"X",TRUE,622,2,0.486609313404188,1,0.0489878794524368,0.115196202510332
"3556",108398,30.381049918,-81.67617581,182000,1000,"Masonry",1947,1,FALSE,20,3,2.5,"X",TRUE,706,2,0.842999417567626,NA,0.0155163924736026,0.0390433730588405
"3557",108399,30.380866899,-81.67581473,132000,1000,"Masonry",1946,1,FALSE,19.7,1,2,"X",TRUE,576,2,0.492873826297,1,0.0346135136344146,0.0762140775710021
"3558",108400,30.382054742,-81.67532623,134000,1000,"Wood",1947,2,FALSE,17.7,1,1.8,"X",TRUE,767,2,0.0176692183595151,1,0.54451064682451,1.21925116839184
"3559",108401,30.382672405,-81.67045746,172000,2500,"Masonry",1948,1,FALSE,9.6,1,-6.6,"X",TRUE,159,2,0.440465257968754,1,1.30354224526242,0.125041065169832
"3560",108402,30.382092084,-81.66965156,131000,1000,"Wood",1949,1,FALSE,8,0,-8.2,"A",TRUE,49,2,0.477924662875012,1,0.452571650401786,0.252734937964149
"3561",108403,30.381025131,-81.66818642,155000,1000,"Wood",1949,1,FALSE,7.5,0.5,-8.8,"A",TRUE,84,2,0.601240573916584,1,0.471238027988031,0.232961715820791
"3562",108404,30.381893093,-81.66640878,142000,1000,"Wood",1949,1,FALSE,9,0,-7,"A",TRUE,114,2,0.443246723385528,1,0.253999581000329,0.143349065028535
"3563",108405,30.383577752,-81.66548418,147000,1000,"Masonry",1949,1,FALSE,8.8,1,-6.4,"X",TRUE,106,2,0.307177442824468,1,1.45213919080726,0.148309075281388
"3564",108406,30.382935309,-81.66968151,130000,1000,"Masonry",1949,1,FALSE,9.1,3,-7,"X",TRUE,282,2,0.67298921640031,1,0.996509561577677,0.198791115843029
"3565",108407,30.384770263,-81.67388809,131000,1000,"Masonry",1950,1,FALSE,20.2,1,4.6,"X",TRUE,1118,2,0.609114264138043,1,0.0943359455752495,0.245140298233899
"3566",108408,30.384982964,-81.67202886,151000,1000,"Masonry",1950,1,FALSE,20.5,3,2.9,"X",TRUE,575,2,0.973678541136906,NA,0.0158369611717015,0.040229317818191
